order_item_id,order_id,product_id,quantity,price
273,1670,50,5,430.2
274,1670,38,4,1473.28
275,1670,45,4,527.92
276,1275,23,3,274.65
277,1370,55,5,324.6
278,1370,58,5,2188.25
279,1370,54,5,690.95
280,1370,27,2,855.2
281,2062,15,1,304.45
282,2062,18,4,507.32
283,2062,28,3,683.88
284,2062,32,4,82.24
285,1254,54,2,276.38
286,1254,30,5,2092.0
287,1921,59,4,605.92
288,1546,6,4,830.52
289,2027,56,2,456.32
290,2027,30,1,418.4
291,1590,25,4,1848.2
292,1590,21,3,596.46
293,1590,14,3,127.86
294,1676,18,3,380.49
295,1676,49,1,397.12
296,1676,54,4,552.76
297,1676,27,1,427.6
298,1509,23,2,183.1
299,2098,50,1,86.04
300,1161,16,2,809.08
301,1704,40,2,172.88
302,1937,9,1,59.68
303,1937,31,5,312.1
304,1069,30,3,1255.2
305,1069,45,3,395.94
306,1394,39,1,86.13
307,1394,48,2,566.2
308,1850,7,3,1476.12
309,1850,38,5,1841.6
310,1850,2,4,251.68
311,2093,46,2,980.72
312,2093,13,1,158.32
313,2093,5,3,1217.22
314,2093,38,5,1841.6
315,1034,51,5,1715.15
316,1870,23,5,457.75
317,1324,43,3,535.2
318,1324,24,1,300.06
319,1324,5,4,1622.96
320,1324,33,4,712.2
321,1343,28,3,683.88
322,1558,46,5,2451.8
323,1558,10,3,655.53
324,1558,28,5,1139.8
325,1558,12,5,1061.75
326,1884,30,5,2092.0
327,1884,28,3,683.88
328,1884,53,3,1271.01
329,1884,47,2,312.52
330,1903,18,4,507.32
331,2039,49,5,1985.6
332,2039,30,5,2092.0
333,1002,22,3,704.4
334,1002,2,2,125.84
335,1002,32,4,82.24
336,1002,55,2,129.84
337,1862,52,3,1215.03
338,1862,17,5,30.5
339,1862,22,3,704.4
340,1334,34,2,778.08
341,1879,16,4,1618.16
342,1208,36,4,539.48
343,1208,49,4,1588.48
344,1208,16,4,1618.16
345,1208,45,1,131.98
346,1083,19,2,227.36
347,1102,45,5,659.9
348,1102,16,3,1213.62
349,1102,20,4,786.24
350,1102,43,5,892.0
351,1571,28,3,683.88
352,1571,48,3,849.3
353,1571,36,4,539.48
354,1873,20,1,196.56
355,1873,17,2,12.2
356,1873,15,3,913.35
357,1294,48,5,1415.5
358,1857,13,4,633.28
359,1857,14,3,127.86
360,1307,7,3,1476.12
361,1307,54,2,276.38
362,1307,13,3,474.96
363,1113,20,5,982.8
364,1113,1,2,291.5
365,1126,3,3,22.38
366,1126,4,2,767.34
367,1126,36,4,539.48
368,1485,56,1,228.16
369,1790,31,2,124.84
370,1790,29,1,430.4
371,1790,22,3,704.4
372,1442,8,4,708.72
373,1442,53,1,423.67
374,1442,5,5,2028.7
375,1442,26,1,275.47
376,1389,10,5,1092.55
377,1389,52,3,1215.03
378,1750,16,1,404.54
379,1352,39,5,430.65
380,1352,51,4,1372.12
381,1352,40,4,345.76
382,1352,15,4,1217.8
383,1268,56,3,684.48
384,1268,38,5,1841.6
385,1268,28,5,1139.8
386,1313,40,1,86.44
387,1478,41,3,1052.4
388,1478,14,1,42.62
389,1386,16,5,2022.7
390,1386,12,1,212.35
391,2050,1,4,583.0
392,2050,27,5,2138.0
393,1310,19,3,341.04
394,1310,3,4,29.84
395,1310,15,1,304.45
396,1310,46,2,980.72
397,1598,51,2,686.06
398,1598,41,4,1403.2
399,1598,38,1,368.32
400,1751,42,3,17.49
401,1751,10,2,437.02
402,1317,4,2,767.34
403,1817,39,5,430.65
404,1817,48,3,849.3
405,1817,53,4,1694.68
406,1197,30,3,1255.2
407,1023,18,4,507.32
408,1023,33,1,178.05
409,1023,35,5,85.95
410,1023,32,1,20.56
411,1154,48,1,283.1
412,1154,21,1,198.82
413,1154,39,2,172.26
414,1154,17,5,30.5
415,1908,49,3,1191.36
416,1184,49,2,794.24
417,1513,34,3,1167.12
418,1513,42,2,11.66
419,1513,29,5,2152.0
420,1513,59,4,605.92
421,1295,6,3,622.89
422,1295,31,3,187.26
423,1295,23,1,91.55
424,1295,27,2,855.2
425,1628,27,3,1282.8
426,1628,45,4,527.92
427,1628,32,5,102.8
428,1459,30,1,418.4
429,2006,17,4,24.4
430,2006,21,5,994.1
431,2006,8,1,177.18
432,1642,27,3,1282.8
433,1642,4,5,1918.35
434,1642,13,4,633.28
435,1642,34,4,1556.16
436,1829,14,3,127.86
437,2017,60,4,1936.2
438,2017,19,4,454.72
439,1775,2,5,314.6
440,1984,46,3,1471.08
441,1984,11,5,1488.3
442,1289,36,4,539.48
443,1762,15,1,304.45
444,1894,8,4,708.72
445,1894,42,3,17.49
446,1894,54,5,690.95
447,1894,10,3,655.53
448,2035,54,5,690.95
449,2035,31,2,124.84
450,2035,16,4,1618.16
451,2035,30,2,836.8
452,1293,56,3,684.48
453,1293,5,4,1622.96
454,1357,60,3,1452.15
455,1357,51,1,343.03
456,1357,33,3,534.15
457,1477,54,4,552.76
458,1477,38,2,736.64
459,1477,43,4,713.6
460,1557,23,5,457.75
461,1557,22,4,939.2
462,1557,36,4,539.48
463,1557,49,3,1191.36
464,1768,45,5,659.9
465,1768,16,4,1618.16
466,1868,55,4,259.68
467,1868,50,1,86.04
468,1695,48,4,1132.4
469,1695,31,4,249.68
470,1695,46,2,980.72
471,1701,3,3,22.38
472,1701,9,1,59.68
473,1701,33,4,712.2
474,1701,38,1,368.32
475,1223,1,2,291.5
476,1223,47,1,156.26
477,1223,10,4,874.04
478,1223,27,3,1282.8
479,1309,40,1,86.44
480,1309,45,3,395.94
481,1309,26,5,1377.35
482,1348,21,4,795.28
483,1348,41,5,1754.0
484,1348,46,1,490.36
485,1348,57,5,1856.6
486,1528,16,3,1213.62
487,1599,48,4,1132.4
488,1599,6,1,207.63
489,2012,29,2,860.8
490,1597,58,3,1312.95
491,1597,2,1,62.92
492,1597,3,3,22.38
493,1872,24,2,600.12
494,1872,28,5,1139.8
495,1872,10,4,874.04
496,1492,11,1,297.66
497,1492,12,5,1061.75
498,1614,40,5,432.2
499,1614,44,2,953.72
500,1614,16,2,809.08
501,1614,32,4,82.24
502,2013,30,1,418.4
503,2013,17,4,24.4
504,2013,43,3,535.2
505,1158,5,3,1217.22
506,1158,29,5,2152.0
507,1176,41,3,1052.4
508,1176,28,4,911.84
509,1176,45,3,395.94
510,1219,25,4,1848.2
511,1219,55,1,64.92
512,1351,25,3,1386.15
513,1351,37,5,916.75
514,1603,45,4,527.92
515,1603,19,3,341.04
516,1603,2,1,62.92
517,1620,59,5,757.4
518,1684,54,2,276.38
519,1684,58,5,2188.25
520,1684,19,3,341.04
521,1684,50,2,172.08
522,2080,40,2,172.88
523,2080,17,1,6.1
524,1187,20,4,786.24
525,1912,38,3,1104.96
526,1489,6,3,622.89
527,1489,59,3,454.44
528,2011,12,5,1061.75
529,2011,13,3,474.96
530,2011,9,5,298.4
531,2011,51,5,1715.15
532,1283,54,4,552.76
533,1283,11,3,892.98
534,1283,17,3,18.3
535,1296,30,1,418.4
536,1468,49,4,1588.48
537,1468,15,5,1522.25
538,1920,6,1,207.63
539,1920,51,3,1029.09
540,1920,26,5,1377.35
541,1713,30,3,1255.2
542,1874,38,3,1104.96
543,1874,25,1,462.05
544,1874,53,2,847.34
545,1179,2,3,188.76
546,1179,40,5,432.2
547,1179,57,2,742.64
548,1179,36,1,134.87
549,1914,59,4,605.92
550,1914,45,1,131.98
551,1914,20,2,393.12
552,1914,42,1,5.83
553,1192,20,4,786.24
554,1789,7,2,984.08
555,1757,25,3,1386.15
556,1757,30,5,2092.0
557,1594,38,4,1473.28
558,1594,48,1,283.1
559,1594,47,4,625.04
560,1594,10,5,1092.55
561,2000,18,2,253.66
562,2000,3,4,29.84
563,2000,45,4,527.92
564,2000,24,2,600.12
565,1256,7,5,2460.2
566,1256,44,3,1430.58
567,1256,24,1,300.06
568,1669,18,4,507.32
569,1669,13,1,158.32
570,1669,8,2,354.36
571,1669,55,5,324.6
572,1342,4,3,1151.01
573,1186,9,5,298.4
574,1186,51,2,686.06
575,1091,54,5,690.95
576,1406,38,2,736.64
577,1406,14,3,127.86
578,2048,51,5,1715.15
579,2048,58,1,437.65
580,1032,55,5,324.6
581,1032,10,3,655.53
582,1032,9,2,119.36
583,1121,43,1,178.4
584,1285,1,2,291.5
585,1285,23,5,457.75
586,2051,2,1,62.92
587,2051,12,2,424.7
588,2051,17,4,24.4
589,1144,48,1,283.1
590,1467,29,5,2152.0
591,1467,50,1,86.04
592,1467,24,4,1200.24
593,1467,33,5,890.25
594,1017,40,5,432.2
595,1017,3,3,22.38
596,1671,42,4,23.32
597,1671,2,4,251.68
598,1671,4,1,383.67
599,1671,31,4,249.68
600,1462,5,5,2028.7
601,1462,58,2,875.3
602,1462,6,1,207.63
603,1462,21,2,397.64
604,1929,40,5,432.2
605,1929,41,3,1052.4
606,1929,38,4,1473.28
607,1014,30,4,1673.6
608,1014,33,1,178.05
609,1014,39,1,86.13
610,1150,28,2,455.92
611,1150,29,4,1721.6
612,1852,53,4,1694.68
613,1852,30,1,418.4
614,1852,26,3,826.41
615,1636,21,2,397.64
616,1636,43,4,713.6
617,1636,17,1,6.1
618,1636,24,1,300.06
619,1737,6,4,830.52
620,1105,48,3,849.3
621,1771,36,5,674.35
622,1771,4,5,1918.35
623,1890,43,3,535.2
624,1890,8,4,708.72
625,1890,27,1,427.6
626,1308,39,1,86.13
627,1308,20,5,982.8
628,1308,23,5,457.75
629,1702,10,4,874.04
630,1702,43,2,356.8
631,1426,23,5,457.75
632,1574,8,5,885.9
633,1574,49,2,794.24
634,1574,18,4,507.32
635,1710,39,3,258.39
636,1059,12,3,637.05
637,2061,59,1,151.48
638,2061,22,2,469.6
639,2061,23,2,183.1
640,1010,5,1,405.74
641,1010,10,1,218.51
642,1010,48,5,1415.5
643,1010,41,2,701.6
644,1025,27,3,1282.8
645,1025,30,3,1255.2
646,1025,22,3,704.4
647,1025,11,5,1488.3
648,1648,57,1,371.32
649,1055,11,5,1488.3
650,1055,49,1,397.12
651,1803,18,4,507.32
652,1288,32,3,61.68
653,1288,39,2,172.26
654,1288,29,5,2152.0
655,1288,27,1,427.6
656,1418,28,5,1139.8
657,1418,8,4,708.72
658,1418,19,5,568.4
659,1423,3,5,37.3
660,1423,15,1,304.45
661,1423,26,1,275.47
662,1276,20,2,393.12
663,1276,14,3,127.86
664,1474,21,4,795.28
665,1474,8,4,708.72
666,1474,1,2,291.5
667,1622,25,2,924.1
668,1622,35,5,85.95
669,1720,5,1,405.74
670,1720,26,4,1101.88
671,1720,56,1,228.16
672,1510,59,5,757.4
673,1510,5,4,1622.96
674,1510,56,5,1140.8
675,1510,21,4,795.28
676,1454,19,3,341.04
677,1454,8,2,354.36
678,1454,26,5,1377.35
679,1454,2,4,251.68
680,1119,6,1,207.63
681,1119,28,2,455.92
682,1119,55,4,259.68
683,1523,34,3,1167.12
684,1523,6,3,622.89
685,1523,26,2,550.94
686,1523,56,3,684.48
687,1004,5,1,405.74
688,1004,33,5,890.25
689,1738,58,3,1312.95
690,1738,50,3,258.12
691,1327,16,2,809.08
692,1327,7,3,1476.12
693,1542,12,2,424.7
694,1542,39,1,86.13
695,1572,50,4,344.16
696,1572,41,4,1403.2
697,1845,44,5,2384.3
698,1845,60,3,1452.15
699,1845,57,3,1113.96
700,1845,37,2,366.7
701,1444,5,3,1217.22
702,1444,31,3,187.26
703,1444,29,5,2152.0
704,1444,41,1,350.8
705,1234,33,4,712.2
706,1234,5,4,1622.96
707,1234,20,1,196.56
708,1911,24,3,900.18
709,1962,42,1,5.83
710,1035,30,1,418.4
711,1035,38,4,1473.28
712,1035,36,5,674.35
713,1035,51,2,686.06
714,1956,39,2,172.26
715,1956,31,1,62.42
716,1956,33,4,712.2
717,1211,52,3,1215.03
718,1450,33,2,356.1
719,1985,16,4,1618.16
720,2036,34,3,1167.12
721,2036,40,3,259.32
722,2036,11,4,1190.64
723,2036,24,4,1200.24
724,1354,44,3,1430.58
725,1354,39,1,86.13
726,1354,4,3,1151.01
727,1448,36,4,539.48
728,1824,17,5,30.5
729,1824,47,2,312.52
730,1824,55,3,194.76
731,2015,38,2,736.64
732,1821,20,4,786.24
733,1821,42,2,11.66
734,1821,45,5,659.9
735,1215,20,5,982.8
736,1587,42,2,11.66
737,1587,51,5,1715.15
738,1587,22,1,234.8
739,1587,53,4,1694.68
740,1804,2,2,125.84
741,1804,24,2,600.12
742,1804,20,3,589.68
743,1278,13,1,158.32
744,1278,15,3,913.35
745,1278,9,1,59.68
746,1278,10,5,1092.55
747,1649,43,3,535.2
748,2099,39,2,172.26
749,2099,25,2,924.1
750,1202,54,5,690.95
751,1202,45,2,263.96
752,1849,3,2,14.92
753,1849,27,4,1710.4
754,1849,24,5,1500.3
755,1849,44,3,1430.58
756,1148,15,4,1217.8
757,1148,35,2,34.38
758,1148,16,3,1213.62
759,1148,20,5,982.8
760,1225,30,5,2092.0
761,1225,50,5,430.2
762,1225,19,4,454.72
763,1225,25,2,924.1
764,1547,52,2,810.02
765,1547,39,3,258.39
766,1974,42,4,23.32
767,1404,36,5,674.35
768,1404,60,1,484.05
769,1404,7,3,1476.12
770,1591,49,2,794.24
771,1660,29,2,860.8
772,1660,58,4,1750.6
773,1660,33,1,178.05
774,1748,53,3,1271.01
775,1748,29,1,430.4
776,1880,4,2,767.34
777,1880,26,4,1101.88
778,1880,33,1,178.05
779,1880,24,3,900.18
780,1678,2,1,62.92
781,1678,21,3,596.46
782,1340,9,3,179.04
783,1340,3,4,29.84
784,1457,49,4,1588.48
785,1457,46,4,1961.44
786,1518,58,1,437.65
787,1848,17,2,12.2
788,1191,36,5,674.35
789,1191,47,5,781.3
790,1286,8,3,531.54
791,1286,50,1,86.04
792,1286,19,1,113.68
793,1286,16,2,809.08
794,1185,41,1,350.8
795,1185,51,1,343.03
796,1185,40,4,345.76
797,1185,30,5,2092.0
798,1399,41,5,1754.0
799,1438,46,3,1471.08
800,1438,10,4,874.04
801,1689,40,3,259.32
802,1205,37,2,366.7
803,1205,27,1,427.6
804,1152,5,5,2028.7
805,1152,34,5,1945.2
806,1152,35,5,85.95
807,1452,25,4,1848.2
808,1435,41,4,1403.2
809,1724,17,3,18.3
810,1724,48,1,283.1
811,1724,2,3,188.76
812,1155,47,1,156.26
813,1155,43,5,892.0
814,2014,9,5,298.4
815,2014,3,3,22.38
816,2014,23,2,183.1
817,1175,45,2,263.96
818,1175,31,1,62.42
819,1175,41,4,1403.2
820,1175,12,1,212.35
821,1455,13,2,316.64
822,1455,3,1,7.46
823,1455,51,3,1029.09
824,1009,33,5,890.25
825,1009,26,4,1101.88
826,1009,53,3,1271.01
827,2056,49,2,794.24
828,1799,23,1,91.55
829,1799,56,3,684.48
830,1799,50,3,258.12
831,1621,52,3,1215.03
832,1794,57,4,1485.28
833,1794,26,3,826.41
834,1794,48,2,566.2
835,1794,29,4,1721.6
836,1098,24,3,900.18
837,1098,60,1,484.05
838,1098,52,4,1620.04
839,1098,34,1,389.04
840,1403,39,3,258.39
841,1403,53,3,1271.01
842,1403,12,1,212.35
843,1403,35,1,17.19
844,1562,43,4,713.6
845,1562,19,5,568.4
846,1562,20,4,786.24
847,1632,45,3,395.94
848,1632,29,4,1721.6
849,1107,47,3,468.78
850,1164,18,1,126.83
851,1164,41,4,1403.2
852,1164,51,3,1029.09
853,1164,4,5,1918.35
854,1053,2,5,314.6
855,1053,10,4,874.04
856,1274,9,1,59.68
857,1754,50,3,258.12
858,1754,42,3,17.49
859,1248,37,4,733.4
860,1248,3,3,22.38
861,1248,39,3,258.39
862,1248,10,4,874.04
863,1490,37,2,366.7
864,1217,26,3,826.41
865,1217,21,2,397.64
866,1217,42,1,5.83
867,1388,48,2,566.2
868,1709,34,1,389.04
869,1709,25,3,1386.15
870,1709,59,3,454.44
871,1709,36,4,539.48
872,1250,40,4,345.76
873,1250,19,2,227.36
874,2002,9,1,59.68
875,1063,12,1,212.35
876,1063,58,3,1312.95
877,1063,46,3,1471.08
878,1063,29,1,430.4
879,1714,58,2,875.3
880,1714,20,2,393.12
881,1714,55,3,194.76
882,1110,8,2,354.36
883,1110,13,2,316.64
884,1141,2,3,188.76
885,1141,24,4,1200.24
886,1141,36,5,674.35
887,1141,37,2,366.7
888,1359,5,3,1217.22
889,1690,46,4,1961.44
890,1690,47,4,625.04
891,1690,31,5,312.1
892,1690,34,1,389.04
893,1555,21,1,198.82
894,1555,42,4,23.32
895,1213,44,5,2384.3
896,1213,34,5,1945.2
897,1213,23,2,183.1
898,1213,9,2,119.36
899,1618,33,1,178.05
900,1618,59,5,757.4
901,1618,56,2,456.32
902,1618,4,3,1151.01
903,1795,11,2,595.32
904,1795,21,3,596.46
905,1330,55,2,129.84
906,1330,6,5,1038.15
907,1330,17,3,18.3
908,1411,41,5,1754.0
909,1411,20,5,982.8
910,1042,33,2,356.1
911,1212,11,5,1488.3
912,1212,43,5,892.0
913,1379,54,1,138.19
914,1379,60,1,484.05
915,1379,37,1,183.35
916,1429,42,5,29.15
917,1749,42,5,29.15
918,1749,14,4,170.48
919,1749,50,5,430.2
920,1328,32,5,102.8
921,1522,42,2,11.66
922,1522,20,4,786.24
923,1522,31,3,187.26
924,1756,5,4,1622.96
925,1756,45,4,527.92
926,1756,4,4,1534.68
927,1756,11,4,1190.64
928,1103,22,2,469.6
929,1103,39,3,258.39
930,1726,47,4,625.04
931,1726,56,2,456.32
932,1726,23,3,274.65
933,1635,21,2,397.64
934,1085,8,2,354.36
935,1085,18,1,126.83
936,1085,29,1,430.4
937,1085,16,3,1213.62
938,1347,56,2,456.32
939,1347,40,3,259.32
940,1347,27,5,2138.0
941,1347,16,3,1213.62
942,1396,49,4,1588.48
943,1396,11,5,1488.3
944,1608,32,1,20.56
945,1608,57,4,1485.28
946,1608,20,5,982.8
947,1608,2,4,251.68
948,1867,14,3,127.86
949,1867,38,1,368.32
950,1149,19,4,454.72
951,1024,19,1,113.68
952,1024,35,4,68.76
953,1024,1,2,291.5
954,1024,55,3,194.76
955,1138,49,1,397.12
956,1138,26,4,1101.88
957,1138,24,1,300.06
958,1493,24,3,900.18
959,1493,36,1,134.87
960,1917,33,3,534.15
961,1917,29,5,2152.0
962,1917,49,5,1985.6
963,1917,36,1,134.87
964,1221,7,3,1476.12
965,1221,26,3,826.41
966,1237,49,5,1985.6
967,1237,10,5,1092.55
968,1237,13,4,633.28
969,1318,3,1,7.46
970,1090,46,4,1961.44
971,1090,22,5,1174.0
972,1332,10,2,437.02
973,1332,39,3,258.39
974,1332,58,5,2188.25
975,1332,33,3,534.15
976,1896,26,3,826.41
977,1896,40,5,432.2
978,1841,33,4,712.2
979,1841,54,5,690.95
980,1841,35,3,51.57
981,1322,53,1,423.67
982,1322,2,4,251.68
983,1322,24,5,1500.3
984,1322,22,3,704.4
985,1989,39,4,344.52
986,1125,42,5,29.15
987,1125,51,5,1715.15
988,1125,50,2,172.08
989,1712,38,4,1473.28
990,1822,34,5,1945.2
991,1822,41,4,1403.2
992,1338,53,2,847.34
993,1338,44,1,476.86
994,1812,13,1,158.32
995,2046,21,2,397.64
996,2046,27,4,1710.4
997,2046,10,5,1092.55
998,2046,45,5,659.9
999,1407,56,1,228.16
1000,1407,55,2,129.84
1001,1407,48,5,1415.5
1002,1407,47,2,312.52
1003,1581,43,4,713.6
1004,1581,31,3,187.26
1005,1581,34,2,778.08
1006,1007,59,3,454.44
1007,1007,35,5,85.95
1008,1007,22,4,939.2
1009,1007,23,2,183.1
1010,1111,18,3,380.49
1011,1111,36,2,269.74
1012,1556,50,2,172.08
1013,1556,19,4,454.72
1014,1556,46,3,1471.08
1015,1665,23,3,274.65
1016,1665,36,3,404.61
1017,1665,60,1,484.05
1018,1665,51,5,1715.15
1019,1776,58,2,875.3
1020,1776,26,3,826.41
1021,1776,53,1,423.67
1022,1776,23,3,274.65
1023,1664,23,4,366.2
1024,1759,48,2,566.2
1025,1759,31,5,312.1
1026,1759,14,3,127.86
1027,1390,9,5,298.4
1028,1390,7,2,984.08
1029,1390,40,2,172.88
1030,1218,43,5,892.0
1031,1707,41,1,350.8
1032,1707,15,1,304.45
1033,1779,22,2,469.6
1034,1779,46,1,490.36
1035,1779,31,5,312.1
1036,1779,7,2,984.08
1037,1906,42,4,23.32
1038,1906,60,2,968.1
1039,1906,57,3,1113.96
1040,1906,31,3,187.26
1041,1321,42,1,5.83
1042,1321,4,5,1918.35
1043,1321,59,2,302.96
1044,1677,59,2,302.96
1045,1711,57,1,371.32
1046,1711,54,4,552.76
1047,1711,12,4,849.4
1048,1711,60,2,968.1
1049,1243,57,3,1113.96
